customerID,Gender,Elderly,Married,Dependents,Time_as_Client,PhoneService,Internet_Service,Security_Service,Suport,StreamingTV,Contract_Type,PaymentMethod,Monthly_Payment,Total_Paid,Churn
0742-MOABM,M,0,Yes,No,4,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,65.61,179.35,Yes
5961-VUSRV,F,0,No,No,12,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),65.61,219.35,No
6778-JFCMK,M,0,No,No,24,Yes,DSL,Yes,No,Yes,One year,Mailed check,65.61,1288.75,No
6341-JVQGF,F,0,Yes,Yes,31,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,65.61,2545.75,No
2232-DMLXU,F,0,Yes,No,1,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,65.61,55.2,Yes
4811-JBUVU,M,0,No,No,30,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Credit card (automatic),65.61,2723.15,No
0945-TSONX,F,0,Yes,Yes,47,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.61,4107.25,No
2651-ZCBXV,M,0,No,No,54,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),65.61,5760.65,No
3316-UWXUY,M,0,No,No,50,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Credit card (automatic),65.61,4747.5,No
8937-RDTHP,M,0,No,No,1,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Mailed check,65.61,84.6,Yes
7083-MIOPC,F,0,No,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),65.61,1566.9,No
1984-GPTEH,F,0,No,No,29,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,65.61,702.0,No
1251-KRREG,M,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,65.61,114.1,Yes
0621-JFHOL,F,0,No,No,10,Yes,DSL,No,Yes,No,Two year,Mailed check,65.61,299.05,No
9903-LYSAB,M,0,Yes,No,18,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,1305.95,No
0094-OIFMO,F,1,No,No,11,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,65.61,1120.3,Yes
9227-UAQFT,M,0,No,No,16,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,65.61,284.35,No
7301-ABVAD,F,0,No,No,72,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),65.61,6350.5,No
6614-FHDBO,M,0,No,No,72,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),65.61,7878.3,No
7576-ASEJU,F,0,Yes,Yes,41,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),65.61,3187.65,No
9058-HRZSV,F,1,Yes,No,65,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,65.61,6126.15,No
4522-AKYLR,F,1,No,No,13,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.61,731.3,No
0221-WMXNQ,M,1,No,No,4,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,65.61,273.4,No
0303-UNCIP,M,0,No,No,41,Yes,DSL,No,No,No,One year,Mailed check,65.61,2531.8,No
9947-OTFQU,M,1,No,No,15,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,1074.3,Yes
0322-YINQP,M,0,No,No,1,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.61,48.55,Yes
0959-WHOKV,M,0,No,No,42,Yes,FIBER OPTIC,Yes,No,No,One year,Electronic check,65.61,4298.45,No
4075-JFPGR,F,0,Yes,No,51,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,65.61,4619.55,No
4629-NRXKX,F,0,Yes,Yes,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,147.15,Yes
9514-JDSKI,M,1,Yes,No,1,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,65.61,40.2,Yes
3282-ZISZV,M,0,No,Yes,32,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),65.61,2633.3,No
3675-YDUPJ,M,0,No,No,10,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.61,193.05,No
4111-BNXIF,F,0,Yes,Yes,67,Yes,DSL,No,Yes,Yes,Two year,Electronic check,65.61,4103.9,No
7017-VFHAY,F,0,Yes,Yes,61,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),65.61,7008.15,No
6655-LHBYW,M,0,No,No,50,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Credit card (automatic),65.61,5791.1,No
4959-JOSRX,F,0,Yes,No,2,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.61,80.55,Yes
5046-NUHWD,F,1,Yes,No,29,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,65.61,1228.65,No
7273-TEFQD,M,1,No,No,3,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.61,132.2,Yes
3606-TWKGI,M,1,No,No,13,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,65.61,1364.3,Yes
7529-ZDFXI,M,1,Yes,No,57,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,4925.35,No
7605-BDWDC,F,0,No,No,31,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),65.61,1520.1,No
1950-KSVVJ,F,0,Yes,No,45,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Mailed check,65.61,5032.25,No
0123-CRBRT,F,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,65.61,5526.75,No
6292-TOSSS,M,0,No,No,50,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),65.61,1195.25,No
3197-ARFOY,F,1,No,No,19,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Mailed check,65.61,2007.25,No
6323-AYBRX,M,0,No,No,59,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,65.61,1099.6,Yes
7014-ZZXAW,F,0,Yes,No,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),65.61,1732.95,No
4385-GZQXV,F,1,No,No,16,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,65.61,1511.2,Yes
7633-MVPUY,M,0,Yes,No,57,Yes,DSL,Yes,Yes,No,Two year,Electronic check,65.61,3450.15,No
6366-ZGQGL,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.61,24.8,Yes
4716-HHKQH,M,1,Yes,No,20,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,65.61,2172.05,No
5940-AHUHD,M,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,65.61,70.6,Yes
6432-TWQLB,M,0,Yes,No,5,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,65.61,401.1,Yes
4484-GLZOU,F,0,Yes,No,52,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,65.61,5624.85,Yes
3179-GBRWV,M,1,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.61,1339.8,No
8645-KWHJO,M,0,No,No,14,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,65.61,771.95,No
4130-MZLCC,F,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.61,244.75,No
0314-TKOSI,F,0,No,No,6,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.61,322.9,No
8229-MYEJZ,F,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.61,498.25,No
2080-SRCDE,F,0,No,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.61,25.4,No
9577-WJVCQ,F,0,No,No,68,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,65.61,3687.75,No
9512-UIBFX,M,0,Yes,Yes,18,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,65.61,1779.95,Yes
6202-DYYFX,F,0,No,No,22,Yes,FIBER OPTIC,No,No,No,One year,Credit card (automatic),65.61,1783.6,No
3808-HFKDE,F,0,No,No,20,Yes,DSL,No,No,No,Month-to-month,Electronic check,65.61,927.15,No
5583-SXDAG,M,0,Yes,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,70.0,Yes
3488-PGMQJ,M,1,No,No,8,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,606.55,Yes
3580-REOAC,M,0,No,No,10,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),65.61,435.4,Yes
7534-BFESC,M,1,No,No,24,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,65.61,1712.7,Yes
3727-OWVYD,M,0,No,No,35,Yes,DSL,Yes,No,No,One year,Mailed check,65.61,2021.2,No
2294-SALNE,M,0,Yes,Yes,23,Yes,FIBER OPTIC,No,Yes,No,One year,Mailed check,65.61,1940.8,No
4847-TAJYI,F,1,No,No,6,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,65.61,567.8,No
1563-IWQEX,F,0,No,No,12,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.61,220.35,No
8203-XJZRC,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,65.61,20.25,No
6556-DBKZF,F,0,Yes,Yes,71,Yes,FIBER OPTIC,No,No,No,Two year,Electronic check,65.61,5436.45,No
6851-WEFYX,M,1,Yes,No,35,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,65.61,3437.5,No
2985-JUUBZ,M,0,Yes,Yes,40,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,65.61,3015.75,No
6390-DSAZX,F,0,No,Yes,1,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Mailed check,65.61,73.6,Yes
0895-LMRSF,M,0,No,No,23,Yes,DSL,No,No,Yes,One year,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,F,1,No,No,4,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,95.45,396.1,Yes
8266-VBFQL,M,0,No,No,4,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,90.4,356.65,No
8181-YHCMF,F,0,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),60.3,4109.0,No
2240-HSJQD,M,0,No,Yes,38,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,81.85,3141.7,No
1248-DYXUB,M,0,Yes,Yes,52,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1229.1,No
0265-EDXBD,M,1,Yes,No,32,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.9,2303.35,Yes
4115-BNPJY,M,0,Yes,Yes,29,Yes,DSL,No,Yes,Yes,Two year,Mailed check,75.55,2054.4,No
3167-SNQPL,M,1,Yes,Yes,38,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,101.15,3741.85,No
4091-TVOCN,M,0,No,Yes,48,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,F,0,No,No,22,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Electronic check,89.05,1886.25,No
1557-EMYVT,F,0,No,No,43,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,F,1,Yes,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.35,341.6,No
7563-BIUPC,M,0,No,No,5,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.6,415.55,Yes
5027-YOCXN,M,0,Yes,Yes,51,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Credit card (automatic),110.05,5686.4,No
3973-SKMLN,M,0,No,No,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,F,0,Yes,Yes,38,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,M,1,Yes,No,24,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,93.15,2231.05,Yes
6745-JEFZB,M,0,Yes,No,35,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Credit card (automatic),91.5,3236.35,No
5020-ZSTTY,F,1,No,No,54,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,F,0,Yes,Yes,72,Yes,DSL,No,Yes,Yes,Two year,Electronic check,60.0,4264.0,No
8705-WZCYL,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.8,44.8,No
7102-JJVTX,F,0,Yes,Yes,9,Yes,DSL,Yes,No,No,One year,Mailed check,48.6,422.3,No
8626-PTQGE,M,0,No,No,69,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.05,4176.7,No
4983-CLMLV,F,0,Yes,No,52,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Credit card (automatic),102.7,5138.1,No
5701-YVSVF,F,1,Yes,No,11,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,82.9,880.05,No
5804-LEPIM,F,1,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.35,139.05,Yes
5697-GOMBF,F,1,Yes,Yes,28,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,35.9,973.65,No
2739-CACDQ,F,1,No,No,17,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,F,0,Yes,Yes,35,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,739.35,No
9498-FIMXL,F,0,No,No,8,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.2,161.95,No
2379-GYFLQ,M,0,No,No,46,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),94.9,4422.95,No
0122-OAHPZ,F,0,No,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,73.85,511.25,Yes
2868-SNELZ,F,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,80.6,155.8,Yes
4322-RCYMT,M,0,Yes,Yes,68,Yes,DSL,No,Yes,No,One year,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,F,0,No,No,43,Yes,FIBER OPTIC,No,No,Yes,Two year,Electronic check,104.6,4759.85,Yes
2088-IEBAU,F,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,88.15,6148.45,No
7982-VCELR,F,0,No,No,36,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),94.8,3565.65,No
1343-EHPYB,M,0,Yes,No,63,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,103.4,6603.0,Yes
6035-BXTTY,F,1,No,No,32,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),54.65,1830.1,No
6885-PKOAM,F,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.75,6223.8,No
7520-HQWJU,F,0,Yes,Yes,66,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),67.45,4508.65,No
9639-BUJXT,M,0,No,No,63,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.5,1328.15,No
5924-SNGKP,F,0,No,Yes,41,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.25,865.0,No
0021-IKXGC,F,1,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,72.1,72.1,No
2034-GDRCN,F,0,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.4,168.2,Yes
8966-SNIZF,F,0,Yes,No,70,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.45,1303.5,No
6243-OZGFH,F,0,No,No,23,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,44.95,996.85,No
4654-DLAMQ,F,1,Yes,No,64,Yes,FIBER OPTIC,Yes,No,No,One year,Bank transfer (automatic),97.0,6430.9,No
0513-RBGPE,M,0,Yes,Yes,37,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),62.8,2278.75,No
5160-UXJED,M,0,No,Yes,17,Yes,DSL,No,No,No,One year,Mailed check,44.6,681.4,No
4115-NZRKS,F,1,No,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,89.15,574.35,No
0219-YTZUE,M,0,Yes,Yes,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),84.8,371.9,Yes
0623-IIHUG,F,1,No,No,21,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,41.9,840.1,Yes
4572-DVCGN,F,0,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),80.25,846.0,Yes
3351-NGXYI,F,1,No,No,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,54.1,889.0,No
8984-EYLLL,M,0,Yes,No,64,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Electronic check,105.25,6823.4,No
9057-MSWCO,M,1,Yes,No,27,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),30.75,805.1,Yes
9833-TGFHX,M,0,Yes,Yes,42,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,97.1,4016.75,No
9294-TDIPC,M,0,No,Yes,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,83.75,No
5229-DTFYB,F,0,No,No,41,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),98.8,3959.15,No
0104-PPXDV,M,0,Yes,No,58,Yes,DSL,No,No,No,One year,Credit card (automatic),50.3,2878.55,No
5176-LMJXE,F,0,No,No,47,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,945.7,No
3583-KRKMD,M,0,No,No,18,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Bank transfer (automatic),75.9,1373.05,No
1010-DIAUQ,M,0,No,No,5,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),96.5,492.55,Yes
9069-LGEUL,M,0,Yes,No,23,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),59.95,1406.0,No
7302-ZHMHP,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.15,19.15,No
9571-EDEBV,M,0,Yes,No,71,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),98.65,6962.85,No
3520-FJGCV,M,0,Yes,Yes,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),112.6,8126.65,No
6563-VRERX,M,0,Yes,Yes,33,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.6,690.25,No
0259-GBZSH,M,0,No,No,2,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.65,181.5,Yes
6122-EFVKN,M,0,No,Yes,24,Yes,DSL,Yes,Yes,No,Two year,Mailed check,35.75,830.8,No
2805-EDJPQ,F,0,Yes,Yes,56,Yes,FIBER OPTIC,No,Yes,No,One year,Credit card (automatic),99.75,5608.4,No
6862-CQUMB,M,0,No,No,37,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),96.1,3646.8,No
7156-MXBJE,F,0,No,No,43,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),85.1,3662.25,No
6158-HDPXZ,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,25.35,25.35,No
9601-BRXPO,F,0,Yes,No,25,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Bank transfer (automatic),104.95,2566.5,Yes
2863-IMQDR,F,0,No,No,61,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,89.65,5308.7,No
5686-CMAWK,M,0,No,No,17,Yes,FIBER OPTIC,No,Yes,No,One year,Electronic check,86.75,1410.25,No
5651-CRHKQ,F,0,Yes,No,41,Yes,FIBER OPTIC,No,Yes,No,One year,Bank transfer (automatic),86.2,3339.05,No
6905-NIQIN,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.65,50.65,Yes
8204-YJCLA,M,1,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),64.8,4732.35,No
5167-ZFFMM,M,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),90.85,90.85,Yes
6583-SZVGP,M,0,No,No,48,Yes,FIBER OPTIC,No,No,Yes,Two year,Bank transfer (automatic),108.1,5067.45,No
4895-TMWIR,M,1,Yes,No,11,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,214.75,Yes
0533-BNWKF,F,1,Yes,No,55,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.45,4874.7,Yes
1708-PBBOA,F,0,No,No,42,Yes,DSL,Yes,Yes,No,One year,Electronic check,54.75,2348.45,No
8782-LKFPK,M,0,No,No,44,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,90.4,4063.0,No
5522-JBWMO,M,0,No,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.0,44.0,No
3597-MVHJT,F,0,No,No,27,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),95.6,2595.25,No
9774-NRNAU,M,1,Yes,No,27,Yes,DSL,No,Yes,Yes,Month-to-month,Bank transfer (automatic),84.8,2309.55,No
0224-RLWWD,F,1,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.3,89.3,No
9967-ATRFS,F,0,No,No,19,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,367.55,No
3951-NJCVI,F,1,Yes,No,42,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,95.05,3944.5,No
2977-CEBSX,F,0,No,No,66,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.05,5965.95,No
0177-PXBAT,M,1,Yes,No,33,Yes,FIBER OPTIC,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),109.9,3694.7,No
6599-CEBNN,F,0,No,No,34,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),73.95,2524.45,Yes
2519-ERQOJ,M,1,No,No,33,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,54.6,1803.7,No
5876-QMYLD,F,0,Yes,Yes,23,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,20.05,415.1,No
2277-AXSDC,F,0,No,No,32,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.75,624.15,No
9442-JTWDL,F,0,No,No,11,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.05,237.7,No
0979-PHULV,M,0,Yes,Yes,69,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),99.45,7007.6,Yes
3067-SVMTC,F,0,Yes,No,68,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),55.9,3848.8,No
5495-GPSRW,M,0,No,No,20,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.7,419.4,No
7606-BPHHN,M,0,No,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1468.75,No
4742-DRORA,M,0,Yes,Yes,60,Yes,FIBER OPTIC,Yes,No,Yes,One year,Bank transfer (automatic),95.4,5812.0,No
0111-KLBQG,M,1,Yes,Yes,32,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,93.95,2861.45,No
4800-VHZKI,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,19.9,Yes
7989-CHGTL,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,19.6,Yes
0334-GDDSO,M,1,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,81.35,233.7,Yes
4163-NCJAK,F,0,Yes,No,46,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.45,1066.15,No
5233-AOZUF,F,0,Yes,No,29,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.95,2149.05,No
5973-EJGDP,M,0,No,No,51,Yes,FIBER OPTIC,No,Yes,No,Month-to-month,Electronic check,87.35,4473.0,No
1996-DBMUS,F,1,Yes,No,48,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),70.65,3545.05,No
7916-VCCPB,F,0,Yes,Yes,16,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,M,0,Yes,No,70,Yes,FIBER OPTIC,No,Yes,No,Two year,Bank transfer (automatic),98.7,6858.9,No
5249-QYHEX,F,0,Yes,Yes,40,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1024.7,No
0578-SKVMF,F,0,Yes,Yes,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,83.3,1845.9,Yes
5564-NEMQO,F,1,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),75.3,75.3,Yes
2233-FAGXV,F,0,Yes,Yes,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.3,132.25,No
5605-IYGFG,F,0,No,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),69.85,515.45,No
7663-ZTEGJ,M,0,No,Yes,29,Yes,FIBER OPTIC,No,Yes,No,One year,Credit card (automatic),100.55,2830.45,No
3935-TBRZZ,M,0,Yes,Yes,44,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,25.7,1110.5,No
8111-BKVDS,F,0,No,No,10,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),40.7,449.3,No
2055-SIFSS,F,1,Yes,No,55,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),51.65,2838.55,No
2806-MLNTI,M,1,Yes,No,52,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),105.1,5376.4,No
8734-DKSTZ,F,0,Yes,Yes,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.95,858.6,No
4360-PNRQB,M,0,No,No,18,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),75.6,1395.05,No
6152-ONASV,F,0,Yes,No,68,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),58.25,3975.7,No
9063-ZGTUY,F,0,Yes,Yes,61,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.4,1182.55,Yes
7781-HVGMK,F,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.2,4784.45,No
2181-UAESM,M,0,No,No,2,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.45,119.5,No
2957-LOLHO,M,0,No,No,12,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),45.4,518.9,Yes
6048-NJXHX,M,0,Yes,No,41,Yes,NO,No internet service,No internet service,No internet service,Two year,Electronic check,19.75,899.45,No
2320-SLKMB,F,0,No,No,26,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),44.45,1183.8,No
4980-URKXC,M,0,Yes,No,36,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.85,720.05,No
